post_id,shortcode,creator_handle,caption,timestamp_utc,video_duration_sec,views,likes,comments,caption_word_count,hashtag_count,niche,engagement_rate_pct,virality_score,virality_tier
3319901185120996773,C4SqInMiQ2l,kabitaskitchen,"Sharing unforgettable moments from my interaction with honourable prime minister Shri @narendramodi ji, it was an enriching experience 🙏 thank you very much @mygovindia and honourable prime minister sir for coming up with #nationalcreatorsaward to recognise efforts of content creator community. This will go a long way in encouraging content creators and contributing to nation building 🙏 
#nationalcreatorsaward #primeminister #narendramodi #creators #creatorsawards #education #awareness #millet #milletrecipies #trend #trendingreels #trendy #reelkarofeelkaro #reelitfeelit #kabitaskitchen #kabitaskitchenreels #modiji #nationalcreatorsaward2024",2024-03-09 11:20:14+00:00,90.0,1168113,140055,2161,56,19,Food & Cooking,12.17,96.0,Viral Hit
3902813499690838028,DYplDMxq-gM,beerbiceps,"Will have lifelong gratitude to Joe Rogan for everything I've learnt from him! 

He's the reason I began and continue to practice podcasting as a profession.

Big, big, big love to my big bro @ericrweinstein for the shoutout ♥️😄",2026-05-22 17:44:19+00:00,66.0,1162405,111127,918,39,0,Fitness & Lifestyle,9.64,94.5,Viral Hit
3972326275515134295,DcgibOIB7FX,beerbiceps,"Love you, Ladakh. Kind of sad I couldn’t stay here for longer.

One of the most peaceful trips I’ve ever had, I self reflected more than I expected, learned so much about Buddhist culture, mountain life and honestly about myself too. I feel like a different person coming back from here. ❤️🏔️

Song Credits:- The Silent Echo (@sumansen )

#ladakh #travel #beerbiceps",2026-08-26 15:30:06+00:00,22.7,1122898,283890,773,59,3,Fitness & Lifestyle,25.35,95.8,Viral Hit
3958471774562243293,DbvURsoMVLd,financewithsharan,"Running a hostel in Goa sounds like a dream.

Until you see the numbers.

I sat down with Parul Gulati (aka Malkin) and asked her what it actually costs to run Malkin Hostel.

₹1.2 crore invested.
₹3 lakh monthly rent.
₹6 lakh monthly operating costs.

And despite all that…

The business still loses money during the off-season. Even in peak season, profitability isn't guaranteed.

The only question is...

Would you still start a hospitality business after seeing these numbers?

(Goa hostel, hospitality business, entrepreneurship, Goa business, startup, real estate, business finance, Airbnb, Malkin Hostel, Finance With Sharan)",2026-08-07 12:47:31+00:00,67.2,1029516,30205,148,97,0,Personal Finance,2.95,67.3,High Reach
3914281507084687395,DZSUkq8qdgj,beerbiceps,Send this to your love ♥️,2026-06-07 13:30:25+00:00,40.4,1027327,96411,545,6,0,Fitness & Lifestyle,9.44,93.2,Viral Hit
3912888639434586586,DZNX3x3KPna,beerbiceps,Samay and I? We're just good friends😌,2026-06-05 15:20:05+00:00,94.7,933369,129593,1379,7,0,Fitness & Lifestyle,14.03,95.1,Viral Hit
3913620019542067618,DZP-KwqqYmi,beerbiceps,Comment with 1 piece of advice for your teenage self.,2026-06-06 15:31:56+00:00,47.9,870348,93835,616,10,0,Fitness & Lifestyle,10.85,94.8,Viral Hit
3966341206169196771,DcLRk_7tZjj,kabitaskitchen,"Healthy Louki Soup recipe 😋
#bottlegaurd #loukirecipe #soup #trendingreels #kabitaskitchen 

Preparation time - 30 mins
Serving - 4

Ingredients: 
Bottle gourd - 500 grams 
Roasted cumin powder - 1 tsp
Black pepper powder- 1/2 tsp
Garlic chopped - 1 tsp
Butter/ghee - 1 tsp
Salt to taste",2026-08-18 09:19:58+00:00,47.9,864963,30304,175,42,5,Food & Cooking,3.52,68.8,High Reach
3917990601247199878,DZff7GEqJKG,beerbiceps,Comment below : What matters MORE than money?,2026-06-12 16:15:49+00:00,59.2,849913,69248,743,8,0,Fitness & Lifestyle,8.24,87.7,Viral Hit
3970124348551128414,DcYtw91hOVe,beerbiceps,"Ladakh, you have my whole heart ❤️❤️❤️

Best trip of my life, no cap. So if your friend ever asks you to go to Ladakh? You better say yes. 

#ladakh #travel #trip #friends #beerbiceps",2026-08-23 14:35:06+00:00,29.9,725826,87606,428,29,5,Fitness & Lifestyle,12.13,94.1,Viral Hit
3968025747305289587,DcRQmTHvFdz,techburner,"Useful Car Apps🚗🤫

#useful #apps #cars #travel #travelling",2026-08-20 17:07:10+00:00,72.7,639437,44215,311,3,5,Technology & Gadgets,6.96,81.4,Viral Hit
3972326369282775121,DcgicldBFhR,beerbiceps,"I have explored a lot of the Himalayas, but Ladakh is easily the prettiest place I have seen.

The most enlightened, most peaceful trip of my life. If you ever get the chance to go to Ladakh, say YES. ❤️",2026-08-26 15:30:06+00:00,34.0,497170,61889,151,40,0,Fitness & Lifestyle,12.48,92.5,Viral Hit
3916211933604858951,DZZLgEvqcxH,beerbiceps,WHAT. A. CONVERSATION. 🔥,2026-06-10 05:21:42+00:00,42.0,465430,27143,157,4,0,Fitness & Lifestyle,5.87,75.8,Viral Hit
3898433823232762319,DYaBOhOKCHP,beerbiceps,"What Krishna gave me :
1. Tests that helped me to grow.
2. Guidance to glide through those tests.
3. Blessings to make the journey easier.
4. Difficulties to create space for the dreams I've dreamt.

Believe. Work hard. That's it. ♥️🙏🏻🔥🦚",2026-05-16 16:42:31+00:00,46.1,418911,84718,408,42,0,Fitness & Lifestyle,20.32,91.9,Viral Hit
3967920615724517247,DcQ4sbtNYd_,kabitaskitchen,"Achari Arbi recipe 😋
#arbi #arbikisabji #kabitaskitchen #trendingreels #colocasia 

Preparation time - 40 mins
Serving - 5

Ingredients:
Arbi (colocasia) - 400 gram
Garlic (chopped) - 2 tbsp
Green chilli - 2 tbsp
Carom seeds - 1/2 tsp
Mustard seeds - 1/2 tsp
Turmeric powder -1/2 tsp
Red chilli powder -1/2 tsp
Dry mango powder - 1 tsp
Mustard oil - 5 tbsp
Pickle masala - 1 tbsp (any)
Salt to taste",2026-08-20 13:38:57+00:00,54.9,406320,13487,138,67,5,Food & Cooking,3.35,65.1,High Reach
3978771554887816164,Dc3b6YThFPk,beerbiceps,"Ladakh makes you want to go quiet ❤️

Especially when you get to share it with the people you love. Genuinely beautiful.

Thank you, Ladakh 

#Ladakh #BeerBiceps #travel",2026-09-04 12:55:06+00:00,62.1,392757,28910,112,25,3,Fitness & Lifestyle,7.39,81.2,Viral Hit
3959180034878263352,Dbx1UPcvNA4,techburner,"Intel Laptops at their Lowest Price

Best laptops, lowest price,  Flipkart, Sale, ASUS, Lenovo, HP, Motorola

#intel #flipkart #sales #salesalesale #laptops",2026-08-08 12:12:29+00:00,121.4,368734,18087,264,16,5,Technology & Gadgets,4.98,71.3,High Reach
3973479404862159125,DckondhI7kV,shreyahegde,"No one knows this - Sharan & I are both miracle babies. The best gift our parents could’ve given is LITERALLY each other. 

When you ask a kid who’s your fav “mom or dad” they usually name one but Sharan & I always said each other’s name. 

We had to celebrate Raksha Bandhan a little early this year because part of growing up means responsibilities & these responsibilities can take you to the other part of the world. So you do what every normal functioning adult does & block your calendar for @onepercentclub AI CFO reel shoot + mini Raksha Bandhan celebration.",2026-08-28 05:42:34+00:00,30.7,355716,9858,77,102,0,Entertainment,2.79,62.4,High Reach
3973010474470304302,Dci9_oDtWou,kabitaskitchen,"Besan Laddoo recipe 😋
#besanladoo #festive #kabitaskitchen #trendingreels #besanladoorecipe 

Preparation time - 45 minutes
No of laddoos - 15

Ingredients:
Besan - 2 cups
Powdered sugar - 3/4 cup to 1 cup
Cardamom powder - 1/2 tsp
Ghee - 1/2 cup",2026-08-27 14:10:54+00:00,36.2,353587,7869,72,36,5,Food & Cooking,2.25,60.2,High Reach
3896224481662345013,DYSK4Xiqh81,beerbiceps,"This is the reason I keep returning to my FAVOURITE travel destination.

Varanasi changed me forever the first time I visited. It continues to change me forever every time I go back.

#beerbiceps #banaras #travel",2026-05-13 15:30:39+00:00,45.1,346321,54901,309,32,3,Fitness & Lifestyle,15.94,91.1,Viral Hit
3974357568734480961,DcnwSbWzcpB,kabitaskitchen,"Raw papaya cutlet recipe 😋
#papayacurry #rawpapaya #healthyrecipe #kabitaskitchen #trendingreels 

Preparation time - 30 minutes
Serving - 4

Ingredients:
Raw Papaya -  2 cups
Gram flour - 1/2 cup
Onion - 1/2 cup
Green chilli - 2
Ginger Garlic paste -1 tsp
Coriander leaves - 1/4 cup
Red chilli powder -1/2 tsp
Cumin powder -1/2 tsp
Coriander powder -1/2 tsp
Black pepper powder -1/3 tsp
Bread crumbs - 1/4 cup
Cooking oil - 3 tbsp
Salt to taste",2026-08-29 10:48:04+00:00,56.4,344624,8741,77,73,5,Food & Cooking,2.56,61.3,High Reach
3916273397578859329,DZZZefiAANB,beerbiceps,"ALIENS ARE HERE. TOLDYASO NA?!?!

First all these leaked UAP tapes. And now the legend, the emperor Steven Spielberg is releasing his latest - Disclosure Day 👽👽👽

Catch it in cinemas on 12th June

PS : If any alien is reading this, I urge you to be on the podcast and tell us - WHY WERE YOU HIDING FOR THIS LONG???????",2026-06-10 07:28:16+00:00,86.1,334291,16705,178,61,0,Fitness & Lifestyle,5.05,71.2,High Reach
3967884569833722779,DcQwf5WsVOb,financewithsharan,"Your dad might be richer than he thinks. 👀

This son connected his dad’s mutual funds, stocks, FD and PMS to the 1% Club app and asked the AI CFO one simple question:

“When can he retire?”

The answer?

Even after spending ₹1 lakh every month for the next 20 years, he could still end up with ₹15 crore.

Turns out, Dad had already achieved FIRE. 

So maybe it’s time to check your family’s finances too.

The 1% Club App is live. Link in bio.

(1% Club, AI CFO, retirement planning, FIRE, personal finance, investing, mutual funds, wealth management, financial freedom, money)",2026-08-20 12:27:31+00:00,65.0,334278,23982,72,102,0,Personal Finance,7.2,79.8,Viral Hit
3969885895427851315,DcX3jBDz4Qz,kabitaskitchen,"Healthy Thecha Tofu recipe 😋
#tofu #healthyrecipes #kabitaskitchen #trendingreels #thechatofu 

Preparation time - 20 mins
Serving - 2

Ingredients :
Tofu - 200 grams 
Green chilli - 6
Peanuts - 1/4 cup
Coriander leaves - 1/2 cup
Garlic cloves - 14 cloves 
Salt to taste 
Black pepper powder 
Cooking oil",2026-08-23 06:44:36+00:00,63.0,325474,11227,105,45,5,Food & Cooking,3.48,64.8,High Reach
3964783209602805641,DcFvVKjzu-J,manish.u.singh,"Bhalai ka zamana nahi raha 😂😂
@adidasindia @kabitaskitchen 
#runningshoes #runner #newshoes #kabitaskitchen #manishsingh",2026-08-16 05:44:11+00:00,15.7,321066,6855,157,8,5,Entertainment,2.18,59.5,High Reach
3972045242235290066,DcfihpfNwHS,kabitaskitchen,"Mohanthal recipe 😋
Detailed video on my YouTube 💕
#mohanthal #besanbarfi #festive #trendingreels #kabitaskitchen 

Preparation time : 45 mins
No of Barfi - 25 (approx.)

Ingredients :
Besan - 2 Cup
Sugar - 1 Cup
Ghee - 3/4 Cup
Milk - 1/4 cup
Saffron (Kesar) -  2 pinchPinch 
Dry fruits - 4 tbsp",2026-08-26 06:13:24+00:00,59.7,314290,11574,100,48,5,Food & Cooking,3.71,65.5,High Reach
3970546152241773890,DcaNrBIqj1C,kabitaskitchen,"Sweet potato cutlet for vrat/ fasting 😇
#vratkakhana #fastingrecipe #kabitaskitchen #trendingreels #sweetpotatorecipe 

Ingredients :

Sweet potato - 1
Roasted peanut - 1/2 cup
Buckwheat flour (kuttu )- 1/2 cup
Green chili - 4
Ginger - 3 inch
Coriander leaves - 1/4 cup
Sendha namak for taste
Cumin powder - 1.5 tsp
Oil/ghee for frying

For green chutney - 
Coriander leaves - 1/2 cup
Green chili - 4 
Roasted peanut - 2 Tbsp
Dahi - 2 tbsp
Salt",2026-08-24 04:36:40+00:00,52.8,276588,7779,143,72,5,Food & Cooking,2.86,61.6,High Reach
3977060771638636430,DcxW7NPqW-O,kabitaskitchen,"Paneer stuffed moong dal cheela 😋
#paneer #moongdal #highprotein #trendingr #kabitaskitchen 

Ingredients :
For batter - 
Moong dal - 1 cup
Green chili - 4
Ginger - 4 inch
Turmeric powder - 1/3 tsp
Salt to taste 
Water 

For stuffing - 
Paneer - 1/2 cup
Onion - 2 Tbsp
Capsicum - 2 Tbsp
Coriander leaves - 1 Tbsp
Green chili - 1 Tbsp
Red chili powder - 1/4 tsp
Black pepper - 1/4 tsp
Salt to taste 
Oil for shallow fry",2026-09-02 04:18:08+00:00,52.7,275001,13271,91,76,5,Food & Cooking,4.86,69.6,High Reach
3969403488415277156,DcWJ3EhMGBk,financewithsharan,"What if your mutual fund portfolio could tell you what’s wrong with it? 👀

With the new 1% Club app, you can now track all your investments in one place and ask your AI CFO how to improve your portfolio.

→ Get daily rankings for 4,000+ mutual funds
→ Analyse performance, consistency & risk
→ Identify funds that may be dragging your portfolio
→ Get personalised insights based on your investments

No more switching between apps. No more guesswork.

The new 1% Club app is LIVE. 🚀
Download it now; link in bio.

#1PercentClub #MutualFunds #Investing #PersonalFinance #FinanceIndia WealthBuilding",2026-08-22 14:48:53+00:00,111.6,255353,5801,79,94,5,Personal Finance,2.3,59.1,High Reach
3937287284959467397,DakDezOq9eF,beerbiceps,"Just completed a trip of a lifetime in Ladakh 🏔️

Had hoped to explore Ladakh much earlier in life, but it happened when it had to.

I travel for the sake of experiencing nature, people, culture & food - All of which are unique to this beautiful land.

Strongly believe that every Indian should do this Leh-Nubra-Pangong experience at least once to know the beauty tucked into the far North of our country 🇮🇳

Yes the first couple of days can be a little tricky, because of the altitude. But once your body acclimatises, your mind opens up to the raw, unmodified ancient magic around you.

Landscapes that look like the surface of the moon. Skies that look like God has colour graded them. And people that feel like a warm hug! 

Thank you Ladakh and thank you @wander.on for showing Ladakh in the right way. Memories for a lifetime.",2026-07-09 07:18:47+00:00,24.6,248729,163290,891,150,0,Fitness & Lifestyle,66.01,89.8,Viral Hit
3904992131934738199,DYxUaeKqlcX,beerbiceps,"What have YOU learnt about Shani in your life? 🪐

---

The more I learn Vedic astrology, the more I realise how impactful it can be in one's journey.

But the more I live life, the more I realise how the strongest forces in the world are : Kindness, Prayer & Hard Work.

Your chart is very real. But it's only a snapshot of your soul's karmas at the time of your birth. It definitely predicts certain likelihoods of your journey. But it is never a 100% certainty.

Universes can bend through your will power.",2026-05-25 17:52:14+00:00,43.4,243995,34338,200,95,0,Fitness & Lifestyle,14.16,89.7,Viral Hit
3905647619290520882,DYzpdEVqV0y,beerbiceps,1st Kenya vlog now live. What a goddamn trip! Go watch on BeerBiceps.,2026-05-26 15:33:28+00:00,45.2,236236,17691,99,13,0,Fitness & Lifestyle,7.53,79.7,Viral Hit
3955553031750289731,Dbk8oZjsglD,financewithsharan,"Want to live in Europe without buying property?

There’s a visa most Indians have never heard of.

I asked immigration expert Deepesh Deshmukh about the easiest way to move to Europe.

His answer?

Greece's Financially Independent Person (FIP) Visa.

If you can show around €3,500/month in passive income or roughly ₹45 lakh in savings, you can apply for a 3-year visa.

The best part?

You can continue working remotely for your Indian employer while living in Greece.

The only question is...

Would you move to Greece if you could keep your Indian salary?

(Greece FIP visa, move abroad, Greece visa, Europe visa, remote work, digital nomad, passive income, immigration, Indians abroad, Plan B)",2026-08-03 12:05:47+00:00,50.1,232413,9692,47,113,0,Personal Finance,4.19,66.3,High Reach
3954094978048473629,DbfxG7OvDod,techburner,"Stability Test Samsung Z Fold 8 😳

#horizontallock #samsung #stabilization #reels",2026-08-01 12:08:46+00:00,53.9,222510,13339,304,7,4,Technology & Gadgets,6.13,73.8,High Reach
3953975791792387546,DbfWAiYR3Xa,techburner,"World’s Most Expensive vs Cheapest Car🚘

#expensive #cheapest #cars #ferrari #reels",2026-08-01 07:53:10+00:00,60.5,212556,16039,96,6,5,Technology & Gadgets,7.59,79.5,Viral Hit
3957557401376732944,DbsEX0PRzcQ,techburner,"Biggest Battery Smartphone🔋 Giveaway Alert🚨

I want to help those who’ll create content with this phone and grow. Follow the steps given Below

1. Share this reel with 5 people.
2. Make sure you’re following us.
3. Leave a genuine comment. Only one comment per person will be counted. Anyone posting spam or multiple comments will be disqualified from the winner selection.
4. As soon as this reel reaches 2 million views, 1Lakh likes we’ll announce the winner.

So drop your best comment and good luck! 

#battery #redminote17 
#giveaway #reels #instagram",2026-08-06 06:33:17+00:00,79.6,207422,15364,8704,86,5,Technology & Gadgets,11.6,89.0,Viral Hit
3975677089884178347,DcscT_MNIer,kabitaskitchen,"Healthy Soya Tofu recipe 😋
#vegan #plantbasedprotein #tofu #kabitaskitchen #trendingreels 

Preparation time - 15 mins 
Serving - 2

Ingredients:
Tofu - 200 grams 
Ginger powder - 1/3 tsp
Garlic powder - 1/2 tsp
Mixed herbs- 1 tsp
Chilli flakes - 1 tsp
Salt to taste
Black pepper powder - 1/2 tsp
Roasted sesame seeds - 1 tsp
Cooking oil - 1.5 tbsp
Soya sauce - 1 tbsp
Vinegar - 1 tsp
Tomato ketchup - 1 tbsp",2026-08-31 06:28:40+00:00,42.8,194227,3979,86,71,5,Food & Cooking,2.09,57.1,High Reach
3975184143485145695,DcqsOrFMpJf,financewithsharan,"We thought ₹1,000 Cr tracked in 7 days would be a big win.

You guys said ₹24,500 Cr. 😭

In just 7 days, the new 1% Club app has tracked ₹24,500 Cr across mutual funds, stocks, FDs, real estate and crypto — with 3 lakh+ people already on the app.

And the AI CFO has already answered lakhs of questions on investing, taxes, retirement and more.

The best part? It’s still free. 👀",2026-08-30 14:13:08+00:00,81.8,192833,8924,3056,73,0,Personal Finance,6.21,73.6,High Reach
3971989617183744742,DcfV4MnxuLm,techburner,"World’s First Robot Phone🤯

#reels #instgram",2026-08-26 04:22:48+00:00,67.7,178588,15137,245,4,2,Technology & Gadgets,8.61,82.9,Viral Hit
3968702263474625106,DcTqa55sZpS,financewithsharan,"What if your portfolio could finally tell the truth? 👀
I connected my entire mutual fund portfolio to the 1% Club App.

In under 30 seconds, it showed me:
My real XIRR vs the benchmark
How much risk I’m actually taking
The hidden commissions I’m paying
Where my funds rank among 4,000+ mutual funds
It took us 2 years and 200 people to build this.

The 1% Club App is now live. Link in bio.",2026-08-21 15:31:35+00:00,123.2,177056,12121,108,75,0,Personal Finance,6.91,76.0,Viral Hit
3964437969711812011,DcEg1Q2vk2r,techburner,"Useful Car Gadgets 🚗

#cars #gadgets #amazon",2026-08-15 18:20:00+00:00,59.5,173774,9109,73,4,3,Technology & Gadgets,5.28,69.5,High Reach
3967189440751817216,DcOScb8sVIA,financewithsharan,Introducing the new 1% Club app!🚀,2026-08-19 13:30:04+00:00,119.1,173212,2922,200,6,0,Personal Finance,1.8,55.5,High Reach
3968713708959375446,DcTtBdVvyBW,techburner,"World’s Smartest Android Smartphone🔥

#pixel11 
#googlepixel #flipkart #salesalesale #googlepixel11pro",2026-08-21 15:54:22+00:00,73.0,164244,12033,249,4,5,Technology & Gadgets,7.48,78.0,Viral Hit
3978567185895229772,Dc2tca2T4lM,kabitaskitchen,"Sugar Free Protein Laddoo 🤩
#highprotein #protienladdu #kabitaskitchen #trendingreels sugarfree 

Preparation time - 15 to 20 minutes
No of laddoo - 20 (approx.)

Ingredients:
Makhana - 2 cups
Dates - 1 cup
Roasted chana - 1/2 cup
Almonds - 1/2 cup
Pumpkin seeds - 2 Tbsp
Chia seeds - 2 Tbsp
Flax seeds - 2 Tbsp
Melon seeds - 2 Tbsp
Ghee - 1 Tbsp
Cardamom powder - 1/2 tsp",2026-09-04 06:10:49+00:00,51.8,161445,6824,74,66,4,Food & Cooking,4.27,65.1,High Reach
3978804297545898241,Dc3jW2SBVkB,beerbiceps,"Woke up at Shanti Stupa this morning. Built at almost 11,800 feet, and standing here you actually feel yourself rise above your own noise ❤️🏔️

#shantistupa #Ladakh #BeerBiceps #travel",2026-09-04 14:00:08+00:00,53.0,158617,13226,137,25,4,Fitness & Lifestyle,8.42,81.6,Viral Hit
3951934778462024593,DbYF74lvbOR,techburner,"Samsung’s Slimmest Folding Phone😳📱
Galaxy Z Fold 8 Ultra

#collaboration #galaxyai #samsung #galaxyzfold8ultra",2026-07-29 12:17:52+00:00,93.9,158057,9796,392,9,4,Technology & Gadgets,6.45,73.8,High Reach
3976624043519235876,Dcvzn-fPdck,techburner,"Acer Swift Neo AI Laptops at Their Lowest Price😳💻exclusively available on Flipkart

#flipkart #sales #salesalesale #laptop",2026-09-01 13:50:54+00:00,70.8,153298,9117,234,12,4,Technology & Gadgets,6.1,72.2,High Reach
3980766223569227904,Dc-hcoRt5CA,kabitaskitchen,"Achari Aloo recipe 😋
#acharialoo #aloo #aloosabzi #kabitaskitchen #trendingreels 

Preparation time - 30 mins

Ingredients :
Aloo - 700 grams
Mustard oil - 3/4 Cup
Mustard seeds - 2 Tbsp
Red dry chilies - 6 to 7
Yellow mustard seeds - 1 Tbsp
Coriander seeds - 1 tbsp
Fennel seeds - 1 Tbsp
Green chilli - 1 Tbsp
Garlic - 1 Tbsp
Lemon juice - 1 Tbsp
Cumin seeds - 1 Tsp
Red chili powder - 1 Tsp
Carom seeds - 1 tsp
Aamchur powder - 1 tsp
Fenugreek seeds - 1 tsp
Turmeric powder - 1/2 tsp
Salt to taste",2026-09-07 07:00:08+00:00,59.2,152935,5938,55,96,5,Food & Cooking,3.92,63.5,High Reach
3972736110297677800,Dch_nGgqP_o,kabitaskitchen,"Kaju Katli recipe 😋

Detailed video on my YouTube 💕

#rakshabandhan❤️ #kajukatli #kabitaskitchen #trendingreels #kajukatlirecipe 

Preparation time - 30 mins
No of Kaju Katli - 30 katli (approx.)

Ingredients:
Cashew Nuts - 2 cups
Sugar - 1 cup
Water - 1 cup
Cardamom powder - 1/2 tsp
Ghee - 1 to 2 tbsp",2026-08-27 05:05:57+00:00,51.7,146306,6315,75,49,5,Food & Cooking,4.37,65.1,High Reach
3965614698324810491,DcIsY6xt9r7,kabitaskitchen,"Vrat wale aloo ke pakode 😇
#saavan #vrat #vratkakhana #trendingreels #kabitaskitchen 

Preparation time - 30 mins
Serving - 4

Ingredients: 
Raw potatoes- 2 (large)
Any vrat ka aata - 1/4 cup
Ginger green chilli paste - 1 tbsp
Roasted cumin powder - 1 tsp
Sendha namak to taste 
Oil or ghee for frying",2026-08-17 09:18:22+00:00,36.3,135703,4646,69,48,5,Food & Cooking,3.47,61.2,High Reach
3979483739095130186,Dc592BiNWBK,financewithsharan,"$1.2 billion in debt.

Most people would panic.

Robert Kiyosaki smiled.

The Rich Dad Poor Dad author says he uses debt differently: not to buy liabilities, but to acquire assets that generate cash flow.

Instead of selling properties and paying tax, he refinances them, unlocks the equity, and uses that money to buy more.

That’s how leverage can become a wealth-building machine.

But here’s the part people skip: this strategy works only if the assets keep performing. When markets crash, debt compounds too.

As Kiyosaki puts it: Don’t copy me. This is a strategy for pros.

#FinanceWithSharan #RobertKiyosaki #RichDadPoorDad #RealEstate #WealthBuilding",2026-09-05 12:30:08+00:00,111.1,135583,6465,62,96,5,Personal Finance,4.81,66.6,High Reach
3978050285178301416,Dc036hisavo,financewithsharan,"The Indian stock market has been anything but simple. 📉📈

While headlines kept calling for a bull run, the average investor saw close to 0% returns over the last two years.

So what actually happened?

In this episode of The 1% Club Show, Sharan Hegde sits down with Shashank Udupa, SEBI Registered Research Analyst and co-founder of Avalon Meta, to break down:

→ How a quant strategy generated alpha during a volatile market
→ Why he moved from monthly to fortnightly rebalancing
→ The cash call he took during a 10% market crash
→ How momentum investing actually works
→ What beta, volatility & Sharpe ratio really mean
→ Why he’s moving ~70% of his own portfolio into Indian equities
→ And whether subscription-based stock baskets are actually for you

A deep dive into quant investing, momentum, asset allocation and what could be next for Indian equities.

Watch the full episode now. 🎙️

#FinanceWithSharan #Investing #IndianStockMarket #PersonalFinance #WealthCreation",2026-09-03 13:04:44+00:00,38.1,131308,2988,22,153,5,Personal Finance,2.29,56.4,High Reach
3980941445400046580,Dc_JScUsyv0,financewithsharan,"Most people plan for financial freedom.
Very few plan for what comes after. 👀

In this episode, Sharan spends a day with Karan Datta, who retired at 47 after a 25+ year career in financial services.

They talk about building wealth, retirement planning, SWPs, asset allocation, and most importantly, what life looks like after you stop working.

Because there’s no point in living poor and dying rich.

Watch the full episode. 🎙️

#FinanceWithSharan #FinancialFreedom #RetirementPlanning #Investing #PersonalFinance",2026-09-07 12:48:03+00:00,25.6,131050,1369,17,72,5,Personal Finance,1.06,51.4,High Reach
